smoothing,baseline,metric,n_experiments,n_samples,win_rate,tie_rate,mean_diff,median_diff,std_diff,effect_size,p_value,significant,effect_interpretation
0.1,bayesian_network,acc,225,2250,0.8457777777777777,0.020444444444444446,0.059981424390424386,0.04926190476190456,0.06072959817424091,0.3884075061728395,4.37019808292844e-287,True,medium
0.1,full_information,acc,225,2250,0.2782222222222222,0.20266666666666666,-0.012365043290043298,-0.0024999999999999467,0.03313667912779962,-0.10918735802469136,1.0,False,negligible
0.1,popularity,acc,225,2250,0.32666666666666666,0.272,-0.002324411144411143,0.0,0.025504670005136492,-0.012910814814814814,0.9999953070626875,False,negligible
0.1,random,acc,225,2250,0.9862222222222222,0.0008888888888888889,0.1728597138047138,0.16194841269841276,0.10025623606640072,0.7519312592592593,0.0,True,large
0.1,simple_markov,acc,225,2250,0.8746666666666667,0.016,0.07590449731749732,0.06500000000000006,0.06990342643668886,0.43185066666666666,0.0,True,medium
0.1,bayesian_network,ace,225,2250,0.9,0.0,0.161894670403995,0.11341417960162553,0.1777965256373393,0.3374640987654321,0.0,True,medium
0.1,full_information,ace,225,2250,0.2946666666666667,0.0,-0.01725248427776728,-0.008879995254044579,0.03181919060876828,-0.0582640987654321,1.0,False,negligible
0.1,popularity,ace,225,2250,0.78,0.0,0.05919628183276407,0.017942681832703047,0.2232533816648045,0.09590162962962963,3.4411069075393114e-180,True,negligible
0.1,random,ace,225,2250,0.9853333333333333,0.0,0.16552065804492666,0.13634200507359118,0.12185072584978533,0.3805108148148148,0.0,True,medium
0.1,simple_markov,ace,225,2250,0.9702222222222222,0.0,1.0081087450742061,0.8631554624783355,0.7433463631388325,0.7860361481481482,0.0,True,large
0.1,bayesian_network,hd,225,2250,0.21644444444444444,0.0,-0.3561625535038563,-0.2872053836570217,0.45894320674033673,-0.13532404938271606,1.0,False,negligible
0.1,full_information,hd,225,2250,0.5355555555555556,0.0,-0.013961952526290964,0.01717825366184722,0.23581751894852082,-0.008666074074074074,0.131810408760952,False,negligible
0.1,popularity,hd,225,2250,0.932,0.0,0.48636967555238797,0.5085766569718437,0.31451308383811744,0.22703367901234567,0.0,True,small
0.1,random,hd,225,2250,0.9982222222222222,0.0,1.3701134481007822,1.458225681839026,0.5904078839272481,0.33294814814814816,0.0,True,medium
0.1,simple_markov,hd,225,2250,0.6942222222222222,0.0,0.30517183499301376,0.19725512712666937,0.5338122935968173,0.119232,2.509918000277326e-121,True,negligible
0.1,bayesian_network,jsd,225,2250,0.24666666666666667,0.0,-0.18739204483887614,-0.12513177102797501,0.2718497457135557,-0.12331654320987655,1.0,False,negligible
0.1,full_information,jsd,225,2250,0.5484444444444444,0.0,-0.006174023137726067,0.011906801043522361,0.1691003523203489,-0.007625481481481481,0.002104534793336818,True,negligible
0.1,popularity,jsd,225,2250,0.9311111111111111,0.0,0.33860115909972494,0.31758281877338485,0.250822397264659,0.23165866666666668,0.0,True,small
0.1,random,jsd,225,2250,1.0,0.0,1.101121285193323,1.1670872775356136,0.5547772719210886,0.4592,0.0,True,medium
0.1,simple_markov,jsd,225,2250,0.6671111111111111,0.0,0.22119064023308338,0.10423880432225215,0.3836972471628108,0.1061040987654321,3.8674024664170507e-118,True,negligible
0.1,bayesian_network,kl,225,2250,0.35244444444444445,0.0,-0.03706831429899987,-0.24753006721393178,2.2589224785438633,-0.06040414814814815,1.0,False,negligible
0.1,full_information,kl,225,2250,0.5328888888888889,0.0,-0.036384753120671,0.026560809802918195,0.7359369620906663,-0.01614340740740741,0.03449401708462447,True,negligible
0.1,popularity,kl,225,2250,0.9213333333333333,0.0,2.0782127833365083,1.2400155998642806,3.9882766432361025,0.24761797530864196,0.0,True,small
