future_alpha_beta,baseline,metric,n_experiments,n_samples,win_rate,tie_rate,mean_diff,median_diff,std_diff,effect_size,p_value,significant,effect_interpretation
"2,6",bayesian_network,acc,135,1350,0.7348148148148148,0.03333333333333333,0.03093787932232376,0.02350000000000002,0.04623253383753532,0.1472082304526749,3.10189123911434e-104,True,small
"2,6",full_information,acc,135,1350,0.34,0.12148148148148148,-0.008957135107690662,-0.004166666666666652,0.030701133143903738,-0.043405761316872425,1.0,False,negligible
"2,6",popularity,acc,135,1350,0.36518518518518517,0.16444444444444445,-0.003971127946127947,0.0,0.02550422821935916,-0.019681207133058987,0.9999998892826126,False,negligible
"2,6",random,acc,135,1350,0.9740740740740741,0.002962962962962963,0.14962102693602694,0.13416666666666666,0.10037817004914136,0.5486809327846365,4.4837921895435454e-220,True,large
"2,6",simple_markov,acc,135,1350,0.8214814814814815,0.022222222222222223,0.06691787264176151,0.05379761904761893,0.06995882618711312,0.25579423868312756,9.745664350250628e-165,True,small
"2,6",bayesian_network,ace,135,1350,0.7955555555555556,0.0,0.08192782985981707,0.04583632389344944,0.11349580324239837,0.12415253772290809,7.773663943408517e-152,True,negligible
"2,6",full_information,ace,135,1350,0.34074074074074073,0.0,-0.010866599837769478,-0.0065391790335342925,0.026438940574494783,-0.02098326474622771,1.0,False,negligible
"2,6",popularity,ace,135,1350,0.7133333333333334,0.0,0.023574046925962346,0.01080573228545717,0.09006402844710142,0.042159670781893005,1.53349847615458e-73,True,negligible
"2,6",random,ace,135,1350,0.9503703703703704,0.0,0.13754124035512252,0.09832396735408477,0.1303919521516822,0.23959506172839506,1.872972632849048e-214,True,small
"2,6",simple_markov,ace,135,1350,0.9674074074074074,0.0,1.3968659195676139,1.299001082267759,0.9770059610931117,0.7356400548696845,8.700811977664604e-221,True,large
"2,6",bayesian_network,hd,135,1350,0.5614814814814815,0.0,0.0201149634935114,0.04707942652626945,0.46273980877635335,0.013026063100137174,2.1242497800263475e-05,True,negligible
"2,6",full_information,hd,135,1350,0.40296296296296297,0.0,-0.06146875924183647,-0.03409327599582468,0.19281267073569355,-0.028879012345679012,1.0,False,negligible
"2,6",popularity,hd,135,1350,0.84,0.0,0.27452993137712145,0.22614544451760077,0.28432793674392354,0.09366255144032921,3.582078797677885e-166,True,negligible
"2,6",random,hd,135,1350,0.9940740740740741,0.0,0.9323910194652443,0.8715564136533387,0.5661689530060432,0.27495747599451303,1.8687714633728713e-222,True,small
"2,6",simple_markov,hd,135,1350,0.8792592592592593,0.0,1.0857354074068675,0.8667131562785035,0.9812949261505153,0.3323610425240055,5.075694658027851e-187,True,medium
"2,6",bayesian_network,jsd,135,1350,0.5785185185185185,0.0,0.012487577616651348,0.024843968119259173,0.25446154018622147,0.03295253772290809,3.496046705101836e-08,True,negligible
"2,6",full_information,jsd,135,1350,0.4088888888888889,0.0,-0.030615406825744138,-0.013854888744262162,0.11711827408207796,-0.035552263374485596,1.0,False,negligible
"2,6",popularity,jsd,135,1350,0.8362962962962963,0.0,0.17322943134077726,0.10813204650605937,0.20800114121770436,0.11802908093278464,2.3620443940628585e-166,True,negligible
"2,6",random,jsd,135,1350,0.9977777777777778,0.0,0.6383162315400698,0.49164490516043646,0.5125067124593895,0.3780093278463649,1.5298834933457815e-222,True,medium
"2,6",simple_markov,jsd,135,1350,0.8696296296296296,0.0,0.6610674657701825,0.5813702129659712,0.6286992559635379,0.39440329218106995,5.458296912824961e-182,True,medium
"2,6",bayesian_network,kl,135,1350,0.6244444444444445,0.0,0.468626459708158,0.16762908958627987,1.675587794325437,0.06738216735253773,2.0157703539152505e-31,True,negligible
"2,6",full_information,kl,135,1350,0.41259259259259257,0.0,-0.12939949866367537,-0.05489241154244229,0.5144069661708855,-0.04058271604938272,1.0,False,negligible
"2,6",popularity,kl,135,1350,0.8244444444444444,0.0,1.0080347689449105,0.4261360731000139,2.6381330317323544,0.12514897119341564,6.176116863993377e-158,True,negligible
"2,6",random,kl,135,1350,0.997037037037037,0.0,3.0246789704587824,2.2238364170510603,2.5582041277503897,0.41012455418381344,1.6758968070739317e-222,True,medium
"2,6",simple_markov,kl,135,1350,1.0,0.0,32.009781394221314,33.089615470752804,22.57460202130367,0.8891720164609054,1.4279826080709742e-222,True,large
"2,6",bayesian_network,mse,135,1350,0.8474074074074074,0.0,0.009429766514929076,0.00622370619208725,0.011644255113866646,0.1817536351165981,3.0471727843481403e-168,True,small
"2,6",full_information,mse,135,1350,0.32666666666666666,0.0,-0.0014707325426516731,-0.0007467176765203476,0.00341488185567349,-0.033235665294924555,1.0,False,negligible
"2,6",popularity,mse,135,1350,0.6785185185185185,0.0,0.001166394207712277,0.0010528062141112026,0.00345301137412386,0.03678134430727023,1.1097315652328322e-43,True,negligible
"2,6",random,mse,135,1350,0.9540740740740741,0.0,0.01567000894107087,0.012171756225327601,0.014010923462868563,0.3102814814814815,4.521191071823061e-214,True,small
"2,6",simple_markov,mse,135,1350,0.9266666666666666,0.0,0.015419154393980682,0.013116562780766993,0.012909891670071914,0.27881152263374487,5.231198069838869e-206,True,small
"2,6",bayesian_network,spa,135,1350,0.6874074074074074,0.0,0.0062649536678438845,0.003983277273382491,0.013364905879350481,0.0629519890260631,9.71734626972053e-58,True,negligible
"2,6",full_information,spa,135,1350,0.37925925925925924,0.0,-0.003024776772870261,-0.0017118059965294252,0.009220676076701425,-0.033756927297668035,1.0,False,negligible
"2,6",popularity,spa,135,1350,0.8244444444444444,0.0,0.008868702993487932,0.006934491741684035,0.01177438386153645,0.0867116598079561,3.3316691078842727e-135,True,negligible
"2,6",random,spa,135,1350,0.9874074074074074,0.0,0.044995079198140595,0.03669856391115289,0.03248324070390974,0.39855802469135804,3.77162541797626e-222,True,medium
"2,6",simple_markov,spa,135,1350,0.5688888888888889,0.0,0.006014801484825725,0.0035258870154983857,0.019712930002491708,0.0533519890260631,3.078715427642922e-20,True,negligible
"3,5",bayesian_network,acc,135,1350,0.8044444444444444,0.014814814814814815,0.043248394794505894,0.03162499999999979,0.05514716612403688,0.21699753086419754,9.120691001829943e-139,True,small
"3,5",full_information,acc,135,1350,0.3325925925925926,0.09851851851851852,-0.01190862380417936,-0.0050000000000000044,0.03282805064327017,-0.06286913580246914,1.0,False,negligible
"3,5",popularity,acc,135,1350,0.3637037037037037,0.17407407407407408,-0.0021229817507595265,0.0,0.026547024359417044,-0.011608779149519891,0.9997097400156103,False,negligible
"3,5",random,acc,135,1350,0.9777777777777777,0.0014814814814814814,0.15627122102177657,0.1433333333333333,0.1001397956124749,0.5972065843621399,9.065876250875124e-221,True,large
"3,5",simple_markov,acc,135,1350,0.8674074074074074,0.011851851851851851,0.07817050032272252,0.06525000000000014,0.07423979547548983,0.32185075445816186,1.5248496253625476e-183,True,small
"3,5",bayesian_network,ace,135,1350,0.8629629629629629,0.0,0.11182863114572818,0.06154251725027826,0.14452670633639153,0.20034019204389575,5.481213102867118e-181,True,small
"3,5",full_information,ace,135,1350,0.30518518518518517,0.0,-0.014654625436914879,-0.009388176701651735,0.02807565388437178,-0.03809382716049383,1.0,False,negligible
"3,5",popularity,ace,135,1350,0.725925925925926,0.0,0.026126470660472686,0.009795230363228546,0.12813813402814056,0.04562524005486968,2.003487783898845e-68,True,negligible
"3,5",random,ace,135,1350,0.9681481481481482,0.0,0.1273029414450808,0.09280840867925488,0.11469197342170503,0.28124444444444446,2.2880293931146756e-216,True,small
"3,5",simple_markov,ace,135,1350,0.98,0.0,1.3804446992890484,1.2446615591329522,0.9405315182454139,0.7890041152263374,6.299900143922409e-222,True,large
"3,5",bayesian_network,hd,135,1350,0.557037037037037,0.0,0.016342746773795044,0.04301449440272245,0.46282303211026554,0.012018655692729767,4.428498410943988e-05,True,negligible
"3,5",full_information,hd,135,1350,0.39037037037037037,0.0,-0.060180561058536225,-0.04071094040736156,0.1903041845011311,-0.026991495198902607,1.0,False,negligible
"3,5",popularity,hd,135,1350,0.8496296296296296,0.0,0.27671140504160624,0.23037445423792768,0.28488844945882086,0.09540301783264746,6.932092893220183e-168,True,negligible
"3,5",random,hd,135,1350,0.9918518518518519,0.0,0.9353095128708406,0.8746176257576996,0.5636025800122276,0.27588477366255143,2.019971175857238e-222,True,small
"3,5",simple_markov,hd,135,1350,0.88,0.0,1.083949519645661,0.9075068031430763,0.9747723937150041,0.33058984910836764,1.509604271074213e-187,True,medium
"3,5",bayesian_network,jsd,135,1350,0.5822222222222222,0.0,0.009404919938723477,0.0219664098265887,0.2554741571578421,0.03111440329218107,1.6681676773922212e-07,True,negligible
"3,5",full_information,jsd,135,1350,0.40814814814814815,0.0,-0.03032031712304259,-0.01442210757330685,0.11928491906986217,-0.032187654320987656,1.0,False,negligible
"3,5",popularity,jsd,135,1350,0.8437037037037037,0.0,0.17247798591243788,0.10522144636081696,0.20731316560006643,0.11867873799725652,4.6840979689995185e-167,True,negligible
"3,5",random,jsd,135,1350,0.9955555555555555,0.0,0.6384037732527553,0.4895536696696062,0.5111728954472523,0.37841975308641973,1.5573395181357676e-222,True,medium
"3,5",simple_markov,jsd,135,1350,0.8703703703703703,0.0,0.6587261613266974,0.5763721596814381,0.6249641578293529,0.392320438957476,2.5078097863359758e-182,True,medium
"3,5",bayesian_network,kl,135,1350,0.6244444444444445,0.0,0.43516185304058624,0.16915507893694853,1.5571565042889735,0.06570864197530864,9.21042768436578e-29,True,negligible
"3,5",full_information,kl,135,1350,0.4066666666666667,0.0,-0.1341837038631758,-0.06183414044908739,0.5286371941688316,-0.037921536351165984,1.0,False,negligible
"3,5",popularity,kl,135,1350,0.8325925925925926,0.0,0.9638927550324703,0.43778352121326436,2.450220597701644,0.1271824417009602,9.051295951740763e-160,True,negligible
"3,5",random,kl,135,1350,0.9940740740740741,0.0,3.023424561683449,2.2449265450361966,2.5494838669096436,0.41071604938271605,1.9580775655909862e-222,True,medium
"3,5",simple_markov,kl,135,1350,1.0,0.0,31.872388971621596,33.01039028011314,22.42830012491923,0.8848669410150891,1.4279826080709742e-222,True,large
"3,5",bayesian_network,mse,135,1350,0.9,0.0,0.017313673646387348,0.011184388078720152,0.0193051843751316,0.24746776406035664,4.467704761678697e-196,True,small
"3,5",full_information,mse,135,1350,0.2851851851851852,0.0,-0.002625470554663076,-0.0013819411396980494,0.004953307556231927,-0.04565377229080933,1.0,False,negligible
"3,5",popularity,mse,135,1350,0.6755555555555556,0.0,0.0013266959217782851,0.001137158447818443,0.004321663653348295,0.032727572016460905,9.24765314280255e-41,True,negligible
"3,5",random,mse,135,1350,0.9644444444444444,0.0,0.02013186431937533,0.014700165188034098,0.017662107723111543,0.3197530864197531,5.644771316768388e-217,True,small
"3,5",simple_markov,mse,135,1350,0.9592592592592593,0.0,0.02199588439349286,0.01772775528056525,0.01780054533266195,0.31387105624142664,1.3507012726537492e-217,True,small
"3,5",bayesian_network,spa,135,1350,0.774074074074074,0.0,0.014189404881567466,0.00907214239125409,0.021647494302117744,0.1158957475994513,1.7663091675134422e-114,True,negligible
"3,5",full_information,spa,135,1350,0.32814814814814813,0.0,-0.006606063133572531,-0.004023087520462876,0.013923625146084136,-0.05787544581618656,1.0,False,negligible
"3,5",popularity,spa,135,1350,0.8266666666666667,0.0,0.010498687363630386,0.008439200439846917,0.014839486611629106,0.08214759945130315,4.0507906304860664e-129,True,negligible
"3,5",random,spa,135,1350,0.9962962962962963,0.0,0.06049485235214303,0.048991436184189,0.04262105025798198,0.4253432098765432,1.7795741222877385e-222,True,medium
"3,5",simple_markov,spa,135,1350,0.68,0.0,0.016723334299480114,0.01057224572902521,0.02795352069480976,0.12279506172839506,3.3754666099399947e-75,True,negligible
"4,4",bayesian_network,acc,135,1350,0.8148148148148148,0.017777777777777778,0.04625846147679479,0.03371230158730171,0.056217911885530436,0.2706041152263374,1.3680236701030086e-147,True,small
"4,4",full_information,acc,135,1350,0.2962962962962963,0.11925925925925926,-0.014827713829380492,-0.006361111111110762,0.03506760877956259,-0.09327846364883402,1.0,False,negligible
"4,4",popularity,acc,135,1350,0.39037037037037037,0.17037037037037037,-0.0028616470360914746,0.0,0.02739960488951848,-0.015793141289437585,0.9998148645641951,False,negligible
"4,4",random,acc,135,1350,0.9703703703703703,0.0014814814814814814,0.13845804049859603,0.1299702380952381,0.08677911682931816,0.6343917695473251,7.787947337602911e-220,True,large
"4,4",simple_markov,acc,135,1350,0.8762962962962964,0.008888888888888889,0.07319126299626297,0.06391666666666662,0.06745492758243185,0.36505953360768173,3.982375122205471e-186,True,medium
"4,4",bayesian_network,ace,135,1350,0.8874074074074074,0.0,0.12067903688163029,0.07602226990908689,0.15056056320331634,0.2843786008230453,1.2714020792068096e-190,True,small
"4,4",full_information,ace,135,1350,0.3074074074074074,0.0,-0.014382544329251398,-0.007155498915414359,0.028905057050883785,-0.05381838134430727,1.0,False,negligible
