current_alpha_beta,baseline,metric,n_experiments,n_samples,win_rate,tie_rate,mean_diff,median_diff,std_diff,effect_size,p_value,significant,effect_interpretation
"2,6",bayesian_network,acc,135,1350,0.8296296296296296,0.008148148148148147,0.052604962794407205,0.04423448773448779,0.06111347749547456,0.31170754458161865,2.693077884378482e-150,True,small
"2,6",full_information,acc,135,1350,0.1985185185185185,0.07037037037037037,-0.028921772795106136,-0.021666666666666556,0.04094730327634178,-0.1833366255144033,1.0,False,small
"2,6",popularity,acc,135,1350,0.37407407407407406,0.11777777777777777,-0.005547133401577841,-0.0005851370851372439,0.029785476336733358,-0.03752537722908093,0.9999999999830634,False,negligible
"2,6",random,acc,135,1350,0.9933333333333333,0.0,0.16531077848077844,0.14916666666666695,0.09496895840864411,0.7103764060356653,2.0311554565469525e-222,True,large
"2,6",simple_markov,acc,135,1350,0.8948148148148148,0.002962962962962963,0.08122304386971048,0.07433214008213995,0.07109688109975162,0.39852455418381344,9.980123622348555e-190,True,medium
"2,6",bayesian_network,ace,135,1350,0.894074074074074,0.0,0.18220429433218413,0.1340221585477948,0.19189395812588886,0.35324554183813445,3.616688763330314e-202,True,medium
"2,6",full_information,ace,135,1350,0.1637037037037037,0.0,-0.029255586045815893,-0.02155160924720019,0.03616803522714312,-0.07991111111111111,1.0,False,negligible
"2,6",popularity,ace,135,1350,0.5318518518518518,0.0,0.06192880605974795,0.0010414353517988473,0.28040067832346127,0.06662716049382716,1.2105452724747204e-05,True,negligible
"2,6",random,ace,135,1350,0.9733333333333334,0.0,0.14144135070551156,0.10324089956946877,0.12492602655809155,0.2976888888888889,1.2427409701247076e-218,True,small
"2,6",simple_markov,ace,135,1350,0.9962962962962963,0.0,1.4410879371742171,1.3022419698300558,0.942480951508444,0.8565618655692729,1.6647562121684583e-222,True,large
"2,6",bayesian_network,hd,135,1350,0.5007407407407407,0.0,-0.015053038570798935,0.0006301599857851115,0.5208541385262574,-0.0023155006858710564,0.5792085753768802,False,negligible
"2,6",full_information,hd,135,1350,0.2037037037037037,0.0,-0.18499279397063675,-0.14570159019053652,0.2273612413295777,-0.07109245541838134,1.0,False,negligible
"2,6",popularity,hd,135,1350,0.6733333333333333,0.0,0.11717525514327652,0.07838820087138931,0.2545246793635449,0.03868203017832648,1.5473389954667212e-54,True,negligible
"2,6",random,hd,135,1350,0.9881481481481481,0.0,0.9405353568268777,0.8832328763496373,0.540444165959742,0.27896406035665294,3.108749302103376e-222,True,small
"2,6",simple_markov,hd,135,1350,0.8985185185185185,0.0,0.929333572061247,0.7679132177934418,0.7670113057343034,0.3255297668038409,4.7621386776136637e-197,True,small
"2,6",bayesian_network,jsd,135,1350,0.5355555555555556,0.0,0.0005303254882110513,0.010285566448433703,0.2799642839291293,0.01809272976680384,0.013659213278783765,True,negligible
"2,6",full_information,jsd,135,1350,0.1925925925925926,0.0,-0.1136001460017385,-0.06512450158124865,0.15095976907182462,-0.08909190672153636,1.0,False,negligible
"2,6",popularity,jsd,135,1350,0.6577777777777778,0.0,0.0637980143236669,0.02726980259432571,0.15316883102767598,0.04146721536351166,3.3810164533738603e-49,True,negligible
"2,6",random,jsd,135,1350,0.9925925925925926,0.0,0.6348137972910967,0.49585951724375704,0.4908034695414109,0.37867654320987654,1.7954693526577675e-222,True,medium
"2,6",simple_markov,jsd,135,1350,0.8881481481481481,0.0,0.5426257596088132,0.40392103289126163,0.4809419021957259,0.3973037037037037,3.868647831888667e-192,True,medium
"2,6",bayesian_network,kl,135,1350,0.6229629629629629,0.0,0.81209280252695,0.14610306706118797,2.5609098851813084,0.07620411522633745,1.28505411663885e-31,True,negligible
"2,6",full_information,kl,135,1350,0.18222222222222223,0.0,-0.5122735383503352,-0.2822747810299183,0.6829027252733431,-0.10180960219478738,1.0,False,negligible
"2,6",popularity,kl,135,1350,0.6422222222222222,0.0,1.3227552609821722,0.09994588534308928,5.0847998734518765,0.05577832647462277,3.4265399530733706e-43,True,negligible
"2,6",random,kl,135,1350,0.9903703703703703,0.0,2.9851919922599914,2.262357411561368,2.4547473062998417,0.40943648834019203,2.483789199913131e-222,True,medium
"2,6",simple_markov,kl,135,1350,1.0,0.0,27.433567580911255,30.432367082243694,15.856911445496507,0.938645816186557,1.4279826080709742e-222,True,large
"2,6",bayesian_network,mse,135,1350,0.9237037037037037,0.0,0.036739309540898865,0.031240917107516062,0.03152249495149701,0.5907972565157751,1.3244064861122955e-208,True,large
"2,6",full_information,mse,135,1350,0.13407407407407407,0.0,-0.00858766095850755,-0.005816515535116203,0.01000295676679541,-0.2023352537722908,1.0,False,small
"2,6",popularity,mse,135,1350,0.4725925925925926,0.0,3.270116420674454e-05,-0.00028803431378309624,0.007870773088569035,-0.0016954732510288065,0.8490648450946161,False,negligible
"2,6",random,mse,135,1350,0.9674074074074074,0.0,0.02961950924790886,0.025706502078922944,0.02022145430718875,0.6677925925925926,7.812028683876189e-218,True,large
"2,6",simple_markov,mse,135,1350,0.9785185185185186,0.0,0.03514508022319942,0.0332735612594857,0.02129602653106293,0.6619731138545953,1.80247885022651e-220,True,large
"2,6",bayesian_network,spa,135,1350,0.7214814814814815,0.0,0.02038701542929133,0.013458841820206124,0.03266664251030359,0.19340246913580247,1.878441675280634e-94,True,small
"2,6",full_information,spa,135,1350,0.21259259259259258,0.0,-0.017823869230160726,-0.012161457513163165,0.023523768945552463,-0.1826238683127572,1.0,False,small
"2,6",popularity,spa,135,1350,0.4096296296296296,0.0,-0.0032682701138334333,-0.002291544091862552,0.01630512467014103,-0.04190836762688614,0.9999999999998498,False,negligible
"2,6",random,spa,135,1350,0.9977777777777778,0.0,0.07670213679201103,0.06823067457605558,0.039857776663069486,0.6687012345679012,1.463340537968566e-222,True,large
"2,6",simple_markov,spa,135,1350,0.7785185185185185,0.0,0.028211655377544467,0.026730740375976614,0.03455108412529303,0.25057887517146776,1.1722384233474156e-127,True,small
"3,5",bayesian_network,acc,135,1350,0.8422222222222222,0.005925925925925926,0.05247015447515446,0.042750000000000066,0.05708460934986857,0.3176471879286694,1.3334456587658048e-160,True,small
"3,5",full_information,acc,135,1350,0.2940740740740741,0.06962962962962962,-0.015134559206225877,-0.01036309523809531,0.031597366587840375,-0.10530809327846365,1.0,False,negligible
"3,5",popularity,acc,135,1350,0.4288888888888889,0.12962962962962962,-0.0003596925913592522,0.0,0.027070461230357,-0.0033146776406035665,0.685273428743608,False,negligible
"3,5",random,acc,135,1350,0.9896296296296296,0.0007407407407407407,0.1549369295519295,0.13847619047619047,0.09220861488191032,0.6992334705075446,5.629421936724485e-222,True,large
"3,5",simple_markov,acc,135,1350,0.8933333333333333,0.0044444444444444444,0.0844781671826116,0.07594498556998536,0.07197593753683801,0.41131358024691356,1.7342868672240267e-194,True,medium
"3,5",bayesian_network,ace,135,1350,0.8948148148148148,0.0,0.13452626187361852,0.0975409479725261,0.13713929330869962,0.29946117969821673,6.434997092914881e-197,True,small
"3,5",full_information,ace,135,1350,0.23703703703703705,0.0,-0.01617279011799783,-0.012727542796989622,0.025947614291285673,-0.04892729766803841,1.0,False,negligible
"3,5",popularity,ace,135,1350,0.6237037037037036,0.0,0.015032103673176778,0.004647342609367583,0.08748275373305424,0.03176954732510288,4.696012840094205e-28,True,negligible
"3,5",random,ace,135,1350,0.9533333333333334,0.0,0.1250822578437912,0.09512760778162212,0.11131169986558913,0.2892345679012346,3.2348299562674407e-215,True,small
"3,5",simple_markov,ace,135,1350,0.9955555555555555,0.0,1.2483266273093914,1.087929808742908,0.8879931302626741,0.8403292181069959,2.0065457930817904e-222,True,large
"3,5",bayesian_network,hd,135,1350,0.49037037037037035,0.0,-0.04855121321111068,-0.006835385426266383,0.47705446908172744,-0.014195884773662551,0.9048820595602429,False,negligible
"3,5",full_information,hd,135,1350,0.3237037037037037,0.0,-0.06849014427644194,-0.05799703570803172,0.16366753964328531,-0.029336625514403292,1.0,False,negligible
"3,5",popularity,hd,135,1350,0.8244444444444444,0.0,0.22326475798213394,0.17993944630794467,0.2532480494171279,0.08286858710562414,2.9697209186149004e-149,True,negligible
"3,5",random,hd,135,1350,0.9962962962962963,0.0,1.0289863554322884,0.9614615638604636,0.6055276571519468,0.30477366255144034,1.5332888743019422e-222,True,small
"3,5",simple_markov,hd,135,1350,0.8866666666666667,0.0,1.1005508926860859,0.8286324896083208,1.0052986137111246,0.34167023319615913,2.1437620611311258e-187,True,medium
"3,5",bayesian_network,jsd,135,1350,0.5162962962962963,0.0,-0.023203817661866813,0.0020660026610315047,0.25453678135725394,-0.0011292181069958848,0.4458541907548046,False,negligible
"3,5",full_information,jsd,135,1350,0.31925925925925924,0.0,-0.03711708267430147,-0.02298022797490662,0.08923764371459895,-0.037040329218106995,1.0,False,negligible
"3,5",popularity,jsd,135,1350,0.8155555555555556,0.0,0.1326343708922908,0.0800692626495755,0.16867262833416702,0.10114019204389575,1.6842813857834597e-149,True,negligible
"3,5",random,jsd,135,1350,0.9977777777777778,0.0,0.6966761582855999,0.5263803430626142,0.5550399704799197,0.4233909465020576,1.4829939491731675e-222,True,medium
"3,5",simple_markov,jsd,135,1350,0.8888888888888888,0.0,0.6537074042758422,0.4702962815157918,0.6339556619887787,0.4042633744855967,2.8800800980698564e-183,True,medium
"3,5",bayesian_network,kl,135,1350,0.56,0.0,0.1988357422247513,0.05877435128783119,1.2940495700840149,0.028172290809327847,6.56938175611512e-09,True,negligible
"3,5",full_information,kl,135,1350,0.30148148148148146,0.0,-0.16871919562320153,-0.10503080090630418,0.37248486420912397,-0.0458085048010974,1.0,False,negligible
"3,5",popularity,kl,135,1350,0.8037037037037037,0.0,0.639035813993542,0.2988449851849095,1.58362936678065,0.10017887517146776,5.7446245641651e-138,True,negligible
"3,5",random,kl,135,1350,0.9977777777777778,0.0,3.2748122805169726,2.4193193194940132,2.7558024883048566,0.4526255144032922,1.5782540931800045e-222,True,medium
"3,5",simple_markov,kl,135,1350,1.0,0.0,32.306109374886454,34.926499590894025,22.799927664313607,0.8768570644718793,1.4279826080709742e-222,True,large
"3,5",bayesian_network,mse,135,1350,0.9207407407407407,0.0,0.028134145862009706,0.02174569637350355,0.025266286877658462,0.5804828532235939,1.5818542074271244e-207,True,large
"3,5",full_information,mse,135,1350,0.20148148148148148,0.0,-0.003894233813302385,-0.0029100067913532465,0.005633698598716167,-0.11465130315500686,1.0,False,negligible
"3,5",popularity,mse,135,1350,0.5681481481481482,0.0,0.0006504318002954181,0.00045166844561365244,0.004955160266690812,0.01457119341563786,4.55142592145865e-09,True,negligible
"3,5",random,mse,135,1350,0.9622222222222222,0.0,0.024520985888890182,0.02108254459592565,0.01740698738918456,0.6671802469135802,5.7070692141606116e-217,True,large
"3,5",simple_markov,mse,135,1350,0.9711111111111111,0.0,0.028420744405786433,0.027036981069691907,0.017246642545346233,0.6647890260631001,1.756561931312668e-219,True,large
"3,5",bayesian_network,spa,135,1350,0.8074074074074075,0.0,0.023614288825952012,0.015170829503050098,0.030837388104091215,0.22215528120713307,8.696690314261511e-145,True,small
"3,5",full_information,spa,135,1350,0.26222222222222225,0.0,-0.009076353371602034,-0.006355268227961952,0.015344371991500797,-0.09186941015089163,1.0,False,negligible
"3,5",popularity,spa,135,1350,0.7592592592592593,0.0,0.007292712690500859,0.006015847455893453,0.012757177698053068,0.06922139917695473,1.3627161463591293e-96,True,negligible
"3,5",random,spa,135,1350,1.0,0.0,0.07206594835355355,0.062371406770944327,0.041682763719190594,0.6014024691358024,1.4279826080709742e-222,True,large
"3,5",simple_markov,spa,135,1350,0.7622222222222222,0.0,0.02985559519888731,0.027690991435424805,0.0355870686888161,0.2492148148148148,1.4707785391513736e-131,True,small
"4,4",bayesian_network,acc,135,1350,0.8140740740740741,0.016296296296296295,0.04339723659056991,0.035684523809523805,0.04912089312803536,0.280318792866941,2.1192704418450603e-152,True,small
"4,4",full_information,acc,135,1350,0.3296296296296296,0.10074074074074074,-0.009608541746319525,-0.0050000000000000044,0.028721204654606942,-0.06529492455418381,1.0,False,negligible
"4,4",popularity,acc,135,1350,0.4022222222222222,0.16592592592592592,-0.0015569645375200934,0.0,0.026155751899360397,-0.009826611796982167,0.9557639729230266,False,negligible
"4,4",random,acc,135,1350,0.9777777777777777,0.0014814814814814814,0.1302289632178521,0.1166666666666667,0.08313180602104997,0.6352318244170096,4.238494353142049e-221,True,large
"4,4",simple_markov,acc,135,1350,0.8792592592592593,0.01037037037037037,0.07090289307400417,0.06026190476190474,0.06451981551289607,0.3566869684499314,8.076155274637921e-189,True,medium
"4,4",bayesian_network,ace,135,1350,0.88,0.0,0.09393319288223866,0.06357178998761455,0.10308030812007686,0.23344197530864197,2.782822841733638e-187,True,small
"4,4",full_information,ace,135,1350,0.30518518518518517,0.0,-0.010074496099817682,-0.007195767237772641,0.022134933050676816,-0.03216351165980796,1.0,False,negligible
"4,4",popularity,ace,135,1350,0.6792592592592592,0.0,0.01046214089415656,0.006344682706219823,0.026437450059630017,0.028715500685871056,1.2414575654059117e-49,True,negligible
"4,4",random,ace,135,1350,0.9481481481481482,0.0,0.09658338177188423,0.07219720279324661,0.09123365412786008,0.25394567901234566,1.194001462612488e-212,True,small
"4,4",simple_markov,ace,135,1350,0.9851851851851852,0.0,1.0766512154596566,0.8980144872700069,0.8154438886373089,0.8176614540466393,4.495092820984089e-222,True,large
"4,4",bayesian_network,hd,135,1350,0.5362962962962963,0.0,-0.013508934315713395,0.032636131398508905,0.4353283398767769,0.00302880658436214,0.02133141855602809,True,negligible
"4,4",full_information,hd,135,1350,0.49037037037037035,0.0,-0.005660367719225311,-0.0016564526765008303,0.1483954211949955,-0.003408504801097394,0.7790147920766242,False,negligible
"4,4",popularity,hd,135,1350,0.8874074074074074,0.0,0.2965545720585785,0.2507362843130263,0.2681513515944915,0.10896241426611797,8.565128714092909e-187,True,negligible
"4,4",random,hd,135,1350,0.9955555555555555,0.0,0.9954293678959729,0.921426526833075,0.5990919475863513,0.29328395061728396,1.5469862924167285e-222,True,small
"4,4",simple_markov,hd,135,1350,0.8518518518518519,0.0,1.1982803448078512,0.8571650177466015,1.153545740145798,0.3396510288065844,1.8470592015390156e-173,True,medium
"4,4",bayesian_network,jsd,135,1350,0.5592592592592592,0.0,-0.00799868913206554,0.013785438693638904,0.23632573620607575,0.018859807956104254,0.0007425961294559712,True,negligible
"4,4",full_information,jsd,135,1350,0.5103703703703704,0.0,0.003783146201050952,0.0017724673519339262,0.08357995461899075,-0.0008142661179698216,0.07423700939418679,False,negligible
"4,4",popularity,jsd,135,1350,0.8733333333333333,0.0,0.185207608698593,0.1186160497495892,0.19779270937302101,0.13699862825788753,1.1250214727908995e-186,True,negligible
"4,4",random,jsd,135,1350,1.0,0.0,0.6805916068464631,0.5140638549904009,0.5485991603814809,0.4095308641975309,1.4279826080709742e-222,True,medium
"4,4",simple_markov,jsd,135,1350,0.8362962962962963,0.0,0.726853702281678,0.5521314682251645,0.7417588607603444,0.3894617283950617,2.108571833752519e-164,True,medium
"4,4",bayesian_network,kl,135,1350,0.5955555555555555,0.0,0.21137414378676403,0.10829719596905099,1.0899560828416495,0.04279286694101509,4.403435956060364e-17,True,negligible
